,rating,employee_type,review,pros,cons,date,job title
160,3.0,"Former Employee, more than 1 year",The Cons Outweigh the Pros,"Friendly coworkers, Quarterly bonuses, Good benefits","Terrible management, Unrealistic job expectations, Horrible work environment, Oversteps personal boundaries",2021-11-21, Bank Teller
161,3.0,"Current Employee, more than 1 year",Incentives,"401k 6% match, benefits, good team connections",Minimal raise and promotions. Lacks on guidance for future.,2021-11-22, Quality Assurance
162,2.0,"Current Employee, more than 3 years",Unethical,Jobs for those who have no educational background,"Overworked, underpaid, unethical and shady business.",2021-11-21, Online Customer Service Representative
163,4.0,"Current Employee, less than 1 year",Great job for starters in the Finance field.,"Base pay is the highest of all Teller positions of any other bank in the US.*

*High rate of pay depends on the state.",Employee shortages are still a problem.,2021-11-06, Bank Teller
164,3.0,Current Employee,At least the benefits are ok,Used to be an incredible company to work for. The benefits decent. Pay more than some.,"They are sliding backwards, no pay increases. Benefits getting less. Employee appreciation now sucks. Only still there because it’s been over 15 years.",2021-11-18, Technical Support Specialist
165,3.0,"Former Employee, more than 3 years",Personal Banker I,"Consistent schedule, health and investment benefits","Predatory coaching, high-pressure sales environment, lack of fluidity, company politics",2021-11-21, Personal Banker I
166,2.0,Former Employee,Call center,"Mon to fri schedule
Good benefits
Off holidays","Call center environment
Stressful calls
Repetitive 
Strict daily schedule",2021-11-21, Anonymous Employee
167,5.0,Current Employee,Great place to work for,opportunities to excel in every department,I had no bad experience,2021-11-02, Administrative Receptionist
168,4.0,"Former Employee, more than 10 years",Wells Fargo,"Wells Fargo has great benefits, and competitive salaries.","Very large company resulting in loss of your of position and dedication, and hard work.",2021-11-05, Systems Analyst
169,4.0,Current Employee,Work,Great benefits and time off,Nothing to share here na,2021-11-06, Personal Banker I
170,3.0,"Former Employee, more than 3 years",Hectic,"Fast paced
Paid maternity leave
Fun work culture","Chaotic 
Rude customers 
Draining
Lots of rules",2021-11-20, Teller
171,3.0,Current Employee,Good stepping stone,Not super hardcore can be somewhat relaxing (depending on your team),Very bureaucratic and many levels/channels,2021-11-20, Software Engineer
172,5.0,"Former Employee, more than 3 years",Good Company,Environment & people are good to work with.,The use of Technology is little behind,2021-11-04, Software Engineer
173,5.0,Former Employee,Leadership Team is amazing,Great leaders and welcoming work environment,Work is repetitive so it is easy to get bored.,2021-11-04, Due Diligence Analyst
174,5.0,Current Employee,Great,Great team environment to be in,Insurance benefits are not good,2021-11-05, Teller
175,2.0,Former Employee,Obsessed with Diversity,"Good benefits, solid internal training","Obsessed with diversity, pay lags behind other banks, high customer volume",2021-11-20, Bank Teller
176,4.0,"Current Employee, less than 1 year",Great Company,"Nice People, good benefits, flexible.",lots of time on the phone,2021-11-04, Business Development Manager
177,4.0,Current Employee,Great company,Great benefits Easy job easy interview process,No cons it’s a pretty laid back job,2021-11-04, Bank Teller
178,4.0,"Current Employee, more than 1 year",Good,Work from home due to covid-19,"Very fast pase environment, you will be taking a lot of calls",2021-11-05, Wells Fargo Bank
179,4.0,"Current Employee, more than 8 years",Good Company,They are doing their best to make things right for their customers.,Extra heavy workloads with minimal staffing.,2021-11-05, Regional Services Consultant
180,3.0,"Current Employee, more than 8 years",Good Company,A pretty good company to work for,The amount of work you have to do,2021-11-19, Show Control
181,4.0,"Former Employee, more than 1 year",Fast-paced work enviroment,Solid industry exposure and experience working alongside financial professionals.,Limited career progression and not much initial training administered.,2021-11-01, Investment Analyst
182,5.0,"Current Employee, more than 1 year",The best bank in the universe,"HR Team actively worked on concerns raised by the employees and resolved the issues.
From my bottom of my heart saying big thanks to HR Team.","Please track the number of working hours by employee, Question the employees if they are working late night.",2021-11-03, Associate
183,5.0,"Former Employee, more than 3 years",Depends on Manager ! Had an Amazing time !,"Friendly Managers
Good Work Life balance","No internal promotion/job transfer possible
Lot of Process related work, which dont help with your learning",2021-11-03, Software Engineer
184,5.0,Current Employee,Great job,"Great job, hours and support",It's a call center job.,2021-11-03, Personal Lending Consultant
185,5.0,"Former Employee, more than 3 years",Great company,"Not sales focused. 
Cares about employees & coaching. 
Cares about customers needs. 
Benefits.",Working saturdays was not preferred.,2021-11-03, Leas Teller
186,5.0,Current Employee,Truth,"Benefits , flexible, advancement, awesome managers, 401ks","Policy changes since COVID19, pay is not enough, upper management needs adjustment, maternity leave is short, no bonuses",2021-11-03, Fraud Specialist III
187,5.0,"Former Employee, more than 1 year",Its ok,Quarterly bonuses and chances to advance,Never enough staff and branch managers that dont deserve the position in the market. Need to know people to advance,2021-11-03, Bank Teller
188,5.0,Current Employee,Strive for customers satisfaction,Customers are a priority period,You are over welmed with recognition,2021-11-03, Customer Accounts Manager
189,5.0,Former Employee,Great,"Good place to work, nice people, interesting job",Doesn't give you much time off,2021-11-04, Junior Data Scientist
190,5.0,Former Employee,Great,"Good place to work, nice people, interesting job",Doesn't give you much time off,2021-11-04, Junior Data Scientist
191,5.0,"Current Employee, more than 3 years",Great people,Great leadership driving the back forward,Going through a lot of change so there are growing pains,2021-11-04, Technology Business Services Senior Associate
192,5.0,"Current Employee, more than 8 years",.,Good company to work for.,No cons great company to work for.,2021-11-04, Data Analyst
193,2.0,Former Employee,Loan Processor 3,"Nice people, flexible scheduling and PTO.","Mind-numbingly dull position, very repetitive, and the position was controlled down to the minute of what activity you were doing.",2021-11-19, Research Assistant
194,2.0,Current Employee,Standard,"Set schedule, guaranteed pay rate","Very short breaks, must adhere to strict time frames",2021-11-19, Phone Banker
