,rating,employee_type,review,pros,cons,date,job title
1579,2.0,"Current Employee, more than 10 years",Sales,"Great insurance, 401k & matched at 4%, flex spending, stock options, flexible schedule","Micromanagement, constant willingness to loose great employees due to blatant poor management. This used to have a fantastic pay scale but they've completely restructured it to loose $20-40,000 annually per sales employeeover the last 3 years and counting. Unbelievable turnover.",2021-02-28, Sales Executive
1580,5.0,Former Employee,Awesome,Comcast Business is an amazing place to work.,Lots of competition within the company.,2021-02-02, Sales
1581,5.0,Current Employee,Great place to work and make a career,"They pay is great, opportunity to advance is impeccable.",To be honest in position the only is having to adapt every year to a new grading system on how you take care of the customer.,2020-12-23, CAE Sales Consultant
1582,3.0,"Former Employee, more than 3 years",CAE Repair,Great pay and super great benefits as well as chances to move into other departments,"Consistently being on the phones, dealing with irate/rude/sexist/racist customers you need to hit all metrics or job security is on the line difficult to get days off holidays need to be worked and must work at least one weekend day, difficult to have time off phones unless its permitted in your schedule",2021-01-13, CAE Repair
1583,5.0,"Current Employee, more than 5 years",Inbound sales supervisor,Lots of opportunities for growth,Very demanding work constant pressure,2021-02-03, Sales Supervisor
1584,5.0,"Current Employee, more than 3 years",Good company,"Good pay, opportunity to grow",None everything is ok and great,2021-02-03, Sales Associate
1585,5.0,Current Employee,Good job,"Pay, benefits, vacation, overtime, balance.",None that I can think of,2021-02-03, Maintenance Technician
1586,5.0,"Former Employee, more than 5 years",Long term company,"Work by myself 
Culture 
Pay
Benefits","Weather
Re Hire eligibility
Climbing power poles for some",2021-01-27, Communication Technician
1587,1.0,"Current Employee, more than 1 year",Run quick,The coworkers were the only good part,"Very unorganized, Horrible management. High turnover",2021-05-27, Retail Sales Representative
1588,3.0,Current Employee,Okay,Good pay and good benefits,Long hours and hardly any time off,2021-04-24, Technician
1589,3.0,"Former Employee, more than 1 year",It was good while it lasted,Good pay and Good benefits,"Lack of leadership
No plan of action against competition.
There's a general ""above my pay grade attitude"".
Answer that are given are often non-answer.",2020-12-16, Xfinity Sales Professional
1590,1.0,Current Employee,Great company!,"Benefits are fantastic, especially for the military community! Headquarters is beautiful.","Little more old fashioned, not quite on Google’s level yet.",2021-05-18, Recruiter
1591,3.0,"Current Employee, more than 1 year","Great Benefits, Not So Great Salary","Great benefits - discounted cable and internet, 401(k), PTO",Salaries so don’t match or come close to current market rates - not very competitive in comparison to other companies,2021-03-22, Project Coordinator
1592,4.0,"Former Employee, more than 5 years",good company overall,"pay, opportunity, community, challenge, rewarding",so much change and everyone is expendable,2021-02-01, Anonymous Employee
1593,4.0,"Former Employee, more than 1 year",Good overall,Competitive pay and team lunches.,It’s hard to move up within the company.,2021-02-01, Retail Sales Consultant
1594,4.0,Former Employee,Great company to work for,"Great PTO, free cable and internet, awesome coworkers.",Not a lot of room for growth,2021-01-25, Analyst
1595,3.0,Current Employee,Can be stressful,You can purchase TVs and things on their website,Very high call volume and sometimes supervisors aren’t there to really help when needed.,2021-04-08, Customer Service Representative (CSR)
1596,5.0,"Current Employee, more than 3 years",Great Company,Lots of potential for growth within the company depending your team and function. Great work life balance,Improve on employee centered function even on a virtual basis,2021-01-08, Engineering Analyst IV
1597,2.0,"Former Employee, more than 10 years",Not So Great Place To Work,"401k, Compensations, Benefits, discounted services,","no work life balance, Greater Boston management awful, leadership diversity is a joke",2021-03-18, Technical Operation Supervisor
1598,2.0,"Current Employee, more than 10 years",Could be better,Guaranteed 40 hours a week,"forced overtime, forced on call, no support",2021-03-24, Comcast Technician
1599,3.0,"Current Employee, more than 1 year",Used to be great place to work.,Good pay for retail if you can sell.,Constant changes make it hard to find consistency in finances and recent changes have made it hard to make sales.,2021-03-15, Retail Sales Associate
1600,3.0,"Current Employee, more than 1 year",Good company for your first cooperate job.,"401K Match, Health Insurance, Free cable","Low pay, Limited opportunity for advancement",2021-03-11, FTC CommOps II
1601,1.0,"Current Employee, more than 1 year",Good olace,Would definitely recommend working here,Nights weekends and holidays weren’t the best to work,2021-05-25, RSC
1602,5.0,"Current Employee, more than 10 years",Awesome place to work,"Great pay and benifits, friendly place to work,",Public bias can be difficult,2021-01-28, Technical Trainer
1603,4.0,Current Employee,Okay,"Free internet and TV and discounted services, great benefits.",Low pay compared to work you do,2021-01-28, Field Technician
1604,5.0,"Current Employee, more than 1 year",Great Benefits,"Great insurance, stocks, 401K/ROTH, complimentary internet and tv prices, and universal tickets","Call Center Woes, complaining customers",2021-01-21, Anonymous Employee
1605,3.0,Current Employee,good company,lots of chances for training,not a lot of chances for growth in engineering,2021-04-19, Software Engineer
1606,5.0,Current Employee,Good company to work for,Good pay per hour for you,Not a lot of day off when you want,2021-01-22, Customer Experience Representative
1607,1.0,"Former Employee, more than 5 years",Trauma,"Adequate Benefits, Full-time work, okay pay","Working there causes quite a bit of stress. What management required contradicted the end goal of the job's responsibilities. The job was to resolve customer issues, specifically technical issues, but the job was scripted, you had an average handling time of 6 minutes, and you had to sell, or you were docked. Most of the customers calling had technical problems that couldn't just be resolved by resetting the modem (which at that time took 30-60 seconds to reboot, and now takes 5-10 minutes). These were generally non-technical people who would struggle with finding their start button on their windows computer to troubleshoot their internet connection. It would take 3-5 minutes just to get through all the complaints the customer would make about how they were treated by previous reps or technicians. And if a technician marked a customer not home, management would tell you that doesn't happen.",2021-02-10, Customer Service Representative (CSR)
