,rating,employee_type,review,pros,cons,date,job title
1565,4.0,Current Employee,needs raise,I enjoy it if everybody was doing their job,"too many returns, short staffed and needs raise",2021-10-11, Part Time Cashier
1566,3.0,Current Employee,",","good pay, 401k, pto, ppto, Time off","Warehouse,Hot enviroment,Cold enviroment, short lunch breaks for 12 hour shift",2021-11-05, Non-con Order Filler
1567,3.0,"Current Employee, more than 10 years",Not great but not horrible,Decent pay but not great,Some decent management. Some horrible management. Lots of favoritism. You’re just a number no matter how long you work there. Open door is a joke honestly.,2021-10-25, Management
1568,4.0,"Former Employee, more than 1 year",Physical labor but worth the pay,I got paid $14/hour and was fun with some other associates. Good for high school students looking for a part time job with good pay.,Lots of physical labor. I was often very tired after my shifts.,2021-09-28, Cap II Associate
1569,4.0,Former Employee,good,You can build PPTO ( protected PTO ) which allows you to leave work whenever you want as long as you put it in the computer.,5 attendance point and you’re fired.,2021-10-04, Cashier
1570,4.0,"Former Employee, less than 1 year",Walmart,"Good hours, 1 hour break, cool co workers, discount card.","Managers, call out points, customers",2021-09-26, Grocery Stocker
1571,5.0,Current Employee,Good Place,Nice environment to work in,Hard for employees to advance,2021-10-14, Stocker
1572,5.0,Current Employee,Good Place,Nice environment to work in,Hard for employees to advance,2021-10-14, Stocker
1573,4.0,"Former Employee, more than 5 years",Decent job,"Paid time off
Decent point and calling in system
Laid back","Pay
Bad management
Lazy coworkers that make you do they’re work and take the credit",2021-09-11, Walmart ECommerce Associate
1574,4.0,"Former Employee, less than 1 year",Decent first job,"-Friendly coworkers
-Exceptional values and outlook. The company revers Sam Walton and even long after his passing attempts to adhere to his vision, which is commendable.
-Good uniformity, coworkers are a sort of family
-Easy-to-navigate stores
-Jobs are usually quite simple to get the hang of
-Good introduction to the workforce
-Decent benefits for full-time employees","-Lack of consistency among management and coworkers. Managers leave and are replaced constantly
-Occasional rudeness, exclusion, and bullying to underage workers and workers lacking credentials by some employees and managers
-Repetitive work",2021-07-20, Fresh Production Associate
1575,5.0,Former Employee,Good company to work for,Get a discount on items after 3 months of working there. Great at accommodating if you have to be out of work for a little bit. Strict when it comes to breaks.,The health insurance benefits aren't the greatest. At least for me.,2021-09-23, Customer Service Manager (CSM)
1576,1.0,Former Employee,It was a toxic Environment,Non it was toxic and not friendly,Judgmental toxic tiring exhausting Favoritism,2021-11-17, Cashier
1577,4.0,Former Employee,Great Job for a part-time position,Great pay and somewhat flexible hours.,Dealing with a lot of customers and face to face interaction all day.,2021-10-04, Stocker
1578,4.0,Former Employee,Good because of coworkers,"My coworkers were very supportive and team leads were helpful, didn't stand around doing nothing","One manager in particular would sometimes take over because team leads weren't there, never did anything to help, only ever gave orders",2021-09-29, Anonymous Employee
1579,3.0,Former Employee,Walmart Store Manager,Competitive Pay for Store Managers,Dont care about Store Managers,2021-11-09, Store Manager
1580,3.0,Current Employee,A job,"Good people, decent starting wage","Poor management, can be physically demanding",2021-11-09, Personal Shopper
1581,3.0,Former Employee,Cashier,Good company to grow with,Management in certain stores can be different,2021-11-09, Sales Associate/Cashier
1582,3.0,Former Employee,Cashier,Good company to grow with,Management in certain stores can be different,2021-11-09, Sales Associate/Cashier
1583,3.0,"Former Employee, less than 1 year",Its typical,"The pay is really nice and Depending on the shift you work 3 days of the week ( Friday Saturday and Sunday) and have 4 days off. However these shifts are 12 hours from 6 to 6, starting at AM or PM. You also get 2 different breaks. Sometimes there isn’t enough orders so it can be slow and everyone just stands around and waits, so thats pretty fun! Benefits are also available",12 hour shifts can be very exhausting. You dont have access to your phone until you go on break. When they force you to go in other areas because they “need help’ it can be very frustrating. I would NOT suggest volunteering to go to another area!!!,2021-09-15, Warehouse Associate
1584,3.0,"Former Employee, more than 3 years",FORMER EMPLOYEE,"I loved my jobs at Walmart. I didn’t always like their blow of the wind changes from day to day but I honestly loved it. The pay is awesome, insurance was good etc !",They don’t stick to policy guidelines… Every single day something that written in stone the day before or whatever is overlooked and don’t worry do it anyway . So what we might get wrote up for or even fired for today will be diff tomorrow.,2021-10-06, Overnight Stocker
1585,4.0,"Current Employee, more than 3 years",OKAY,Relax and chilled work environment,The work can be hectic and physically demanding with people getting paid less than what they deserve,2021-10-07, Self Checkout Host
1586,5.0,Current Employee,What can I say the best,I like shopping at Walmart,Walmart is the greatest stores ever,2021-10-11, Stocker
1587,3.0,"Former Employee, more than 3 years",Company doesn’t care about workers,"Bonus payouts are decent for management. 
Flexible scheduling.","1. Poor retention rates among employees makes it hard to “lead” and put you in a tough spot. 
2. Causes long-term employees to be over worked. 
3. No appreciation for employees who have been with the company for years, even decades. 
4.Staffing is never enough for business demands. 
5.Lots of Favoritism from upper management to certain employees.
Can go on and on",2021-10-11, Team Lead
1588,5.0,"Former Employee, less than 1 year",Eh..,The benefits are some what ok.,Alot of rude customers and the shifts are kinda unorganized.,2021-10-11, Cashier
1589,5.0,Current Employee,"Good company to work with,","Good company to work with,",there is no cons to describer here,2021-10-12, Software Engineer
1590,1.0,"Current Employee, more than 1 year",If you need a job it’s a job,"Good money, Some good people, Instapay",Everything from not caring about associates to not giving you a vacation for years,2021-11-15, Anonymous Employee
1591,5.0,"Current Employee, less than 1 year",walmart in west branch is a greart place to work,"everyone is great to work with, no drama on night shifts. pay could be better",very few but some customers do curse at you. but just stay posative you never really know wat is going on in someones life,2021-09-20, Host
1592,5.0,"Current Employee, more than 1 year",Good,Great staff works as a family.,Flexibility in scheduling employees according to life style.,2021-10-12, Anonymous Employee
1593,5.0,"Former Employee, less than 1 year",Short lived,Very flexible and everyone is nice and outgoing,On your feet all day,2021-10-13, Online Grocery Pickup Associate
1594,4.0,"Current Employee, more than 1 year",Cool job,"It’s pretty Laidback, you just place orders pretty much.",You have to study insurance plans cause most patients don’t know their vision plan,2021-10-08, Optician
1595,3.0,"Former Employee, more than 3 years",its a job,lots of cool people and friendly customers,management teams are kind of bad,2021-11-06, Stock Associate
1596,5.0,Current Employee,Asset protection,An amazing environment and fun job,Long hours of footage review,2021-10-13, Asset Protection Associate
